asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-22,5,2,14.93,29.87,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,2213,30,23.79,571.02,0.00,0,0.00
LKN-HBGM-50G,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,1.62,0.18,0.00,0,0.00
LKN-HBGM-50G,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,4.81,0.53,0.00,0,0.00
LKN-HBGM-50G,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,55,1,12.33,9.59,0.00,0,0.00
LKN-HGOIL-200ML,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,706,1,6.95,6.95,0.00,0,0.00
LKN-HGOIL-200ML,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,5,1,2.74,2.74,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-22,253,10,3.74,29.89,521.92,1,5.73
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-22,31,0,19.85,6.36,0.00,0,0.00
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-22,475,6,17.23,80.63,0.00,0,0.00
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,22,1,4.66,4.66,0.00,0,0.00
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-22,2,1,14.02,14.02,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-22,204,1,31.33,29.32,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-22,13,0,36.10,2.31,0.00,0,0.00
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-22,4,2,14.25,28.51,0.00,0,0.00
LKN-UNROLLON-15ML,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,0.90,0.10,0.00,0,0.00
LKN-UNROLLON-15ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,2.68,0.30,0.00,0,0.00
LKN-UNROLLON-15ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,35,1,6.87,5.34,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,829,5,26.03,111.57,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-22,17,1,9.91,4.45,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-22,259,8,8.60,56.34,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-22,73,18,5.61,84.20,1400.70,4,6.01
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-22,12,4,26.65,79.95,1174.30,2,6.81
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,107,0,23.04,8.23,0.00,0,0.00
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,30,0,16.30,5.82,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-22,20,7,30.71,184.25,587.14,1,31.38
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-22,117,5,47.55,190.20,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-22,149,5,47.90,191.58,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-22,1336,32,36.43,947.09,1761.46,4,53.77
LKN-Weight-GAIN02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-22,53,1,11.86,9.49,0.00,0,0.00
LKN-Weight-GAIN02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-22,248,2,9.29,14.87,0.00,0,0.00
LKN-Weight-GAIN02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-22,37,1,4.28,2.57,1109.04,1,0.23
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1055,24,15.01,295.97,4436.17,5,6.67
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,136,2,13.29,21.83,0.00,0,0.00
LKN-Weight-GAIN02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,38,2,9.40,15.44,1109.04,1,1.39
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,8,1,10.51,10.51,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-22,31,0,24.95,6.40,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-22,474,5,21.66,81.08,1172.31,4,6.92
RO-FFS5-LXSP,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,1.71,0.57,0.00,0,0.00
RO-FFS5-LXSP,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,5.10,1.70,0.00,0,0.00
RO-FFS5-LXSP,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,84,3,13.08,30.51,0.00,0,0.00
Slim01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-22,43,3,30.15,64.32,0.00,0,0.00
Slim01,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-22,203,5,23.62,100.79,0.00,0,0.00
Slim01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-22,31,2,10.88,17.41,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,5526,198,16.14,2598.00,19924.99,33,13.04
Slim01,naturacare naturals,BROAD,2026-01-22,8,0,18.45,1.18,0.00,0,0.00
Slim01,naturacare naturals,PHRASE,2026-01-22,120,1,16.01,14.98,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,EXACT,2026-01-22,116,1,30.11,20.08,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-22,168,3,20.79,48.51,0.00,0,0.00
Slim01,natural weight loss powder,PHRASE,2026-01-22,16,1,43.96,39.57,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,477,6,8.95,44.73,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-01-22,12,7,21.95,118.55,685.00,1,17.31
Slim01,weight loss products,PHRASE,2026-01-22,138,3,16.60,44.81,1303.45,1,3.44
Slim02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-22,36,1,24.02,25.62,0.00,0,0.00
Slim02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-22,171,3,18.82,40.15,0.00,0,0.00
Slim02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-22,26,1,8.67,6.94,0.00,0,0.00
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,7911,193,18.41,2890.10,26626.10,28,10.85
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,144,4,32.53,97.60,0.00,0,0.00
Slim02,naturacare naturals,BROAD,2026-01-22,6,0,10.62,2.04,0.00,0,0.00
Slim02,naturacare naturals,PHRASE,2026-01-22,94,3,9.22,25.89,0.00,0,0.00
Slim02,naturacare naturals weight loss powder,EXACT,2026-01-22,169,4,18.29,60.97,685.00,1,8.90
Slim02,naturacare weight loss powder,BROAD,2026-01-22,50,2,12.30,20.50,1303.45,1,1.57
Slim02,natural weight loss powder,PHRASE,2026-01-22,12,0,3.55,0.36,0.00,0,0.00
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,10513,96,31.06,2422.89,585.84,1,413.58
Slim02,weight loss powder,PHRASE,2026-01-22,9,1,1.77,1.06,0.00,0,0.00
Slim02,weight loss products,PHRASE,2026-01-22,99,0,1.34,0.40,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,11.38,2.28,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,10,1,23.50,14.10,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-22,20,0,17.28,3.32,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-22,304,3,15.00,42.12,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,3,0,32.25,6.45,0.00,0,0.00
UY-WJQB-VL1G,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,0.28,0.03,0.00,0,0.00
UY-WJQB-VL1G,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,0.83,0.09,0.00,0,0.00
UY-WJQB-VL1G,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,14,1,2.13,1.66,0.00,0,0.00
VQ-FBCU-5XWU,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,2.70,0.90,0.00,0,0.00
VQ-FBCU-5XWU,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,8.03,2.68,0.00,0,0.00
VQ-FBCU-5XWU,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,65,3,20.60,48.06,0.00,0,0.00
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,2,1,9.94,8.83,0.00,0,0.00
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,2,1,11.01,4.89,0.00,0,0.00
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,1,9.22,4.10,0.00,0,0.00
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,13.12,2.92,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,15,1,14.21,12.63,1303.45,1,0.97
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,14,1,15.73,6.99,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,8,1,13.18,5.86,0.00,0,0.00
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,18.76,4.17,0.00,0,0.00
07-IRQL-T5BS,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,21,2,8.68,11.16,0.00,0,0.00
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,27,2,27.91,35.89,0.00,0,0.00
07-IRQL-T5BS,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,1,22.35,9.58,0.00,0,0.00
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,4,2,5.31,7.72,1792.67,2,0.43
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,31,2,10.61,15.44,0.00,0,0.00
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,5,1,7.50,8.18,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,282,9,23.25,173.35,0.00,0,0.00
54-N90S-Z2EK,herbal bathing powder,BROAD,2026-01-23,4,1,14.88,14.88,0.00,0,0.00
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-23,681,7,15.30,91.80,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-23,22,2,4.74,5.80,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-23,804,10,9.89,76.94,0.00,0,0.00
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,250,23,11.02,205.43,0.00,0,0.00
54-N90S-Z2EK,nalangu maavu,EXACT,2026-01-23,114,6,22.42,112.11,516.65,1,21.70
54-N90S-Z2EK,nalangu maavu,PHRASE,2026-01-23,261,17,15.91,222.75,516.65,1,43.11
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,920,18,6.82,101.70,0.00,0,0.00
6A-X1F7-F5Q6,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,73,2,13.70,27.40,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-23,721,13,12.76,132.31,385.84,1,34.29
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-23,20,2,6.12,9.97,83.88,0,11.88
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-23,2,2,3.34,6.67,0.00,0,0.00
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,66,5,4.77,19.08,412.15,1,4.63
6A-X1F7-F5Q6,saffron cream,PHRASE,2026-01-23,2,1,13.59,13.59,0.00,0,0.00
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-23,20,2,4.81,9.62,412.15,1,2.33
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-23,349,3,8.24,21.37,233.66,1,9.14
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-23,10,1,3.95,1.61,50.79,0,3.17
abcmalt-200g,abc malt powder,PHRASE,2026-01-23,800,28,14.48,333.13,585.84,1,56.86
abcmalt-200g,abc mix powder,PHRASE,2026-01-23,870,2,21.70,43.40,0.00,0,0.00
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,224,2,12.48,24.96,0.00,0,0.00
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-23,727,12,23.57,235.68,1171.68,2,20.11
abcmalt-200g,naturacare naturals,BROAD,2026-01-23,7,1,4.60,1.88,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-01-23,239,3,9.60,24.89,0.00,0,0.00
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-23,112,4,32.28,96.83,0.00,0,0.00
abcmalt-200g,premium abc malt powder organic,EXACT,2026-01-23,153,2,15.04,30.07,0.00,0,0.00
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-23,273,1,38.74,38.74,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,PHRASE,2026-01-23,1,1,32.03,32.03,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-23,346,1,18.62,16.09,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-23,10,0,8.93,1.21,0.00,0,0.00
B0-BVJJ-KPBN,natural hair shampoo,PHRASE,2026-01-23,4,1,20.08,20.08,0.00,0,0.00
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-23,16,4,18.03,54.09,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,143,3,46.46,118.26,3306.30,4,3.58
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-23,20,1,4.13,3.93,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-23,719,7,8.62,52.12,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,126,8,22.02,140.14,0.00,0,0.00
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,465,6,13.63,69.38,0.00,0,0.00
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,6,2,8.49,12.35,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,41,2,16.98,24.70,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,6,1,12.00,13.09,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,65,2,33.72,67.43,0.00,0,0.00
HD001,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,6,1,13.85,13.85,0.00,0,0.00
HD001,henna hair dye,BROAD,2026-01-23,39,6,15.49,77.47,0.00,0,0.00
HD001,naturacare hair,PHRASE,2026-01-23,38,14,7.16,78.78,1865.80,4,4.22
HD001,naturacare natural hair dye black,EXACT,2026-01-23,26,6,14.33,71.66,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-01-23,382,31,6.39,160.21,2775.90,8,5.77
HD001,naturacare naturals,BROAD,2026-01-23,11,5,3.06,12.07,603.45,2,2.00
HD001,naturacare naturals hair dye,EXACT,2026-01-23,198,52,8.53,358.08,3744.68,10,9.56
HD001,laxmi  natural hair dye,EXACT,2026-01-23,2,1,5.23,5.23,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,6,4,10.80,32.41,0.00,0,0.00
HD001,natural hair dye,BROAD,2026-01-23,6,2,13.44,26.88,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,65,1,11.51,11.51,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,0,8.25,2.75,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,2,1,10.01,6.68,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,10,2,3.76,6.45,0.00,0,0.00
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,13,2,12.10,20.74,0.00,0,0.00
LKN-AS-02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,0,1,9.68,5.53,0.00,0,0.00
LKN-Gummies01,gummy hair growth,EXACT,2026-01-23,1686,12,137.00,1370.03,0.00,0,0.00
LKN-Gummies01,naturacare hair gummies,EXACT,2026-01-23,2,1,16.14,16.14,0.00,0,0.00
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,202,4,38.79,116.37,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,2492,27,28.02,616.34,0.00,0,0.00
LKN-HBGM-50G,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,0,0,21.56,2.40,0.00,0,0.00
LKN-HBGM-50G,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,3,0,17.89,5.96,0.00,0,0.00
LKN-HBGM-50G,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,56,1,18.57,10.32,0.00,0,0.00
LKN-HGOIL-200ML,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,251,4,15.23,45.69,0.00,0,0.00
LKN-HGOIL-200ML,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,53,1,13.47,13.47,0.00,0,0.00
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-23,2,1,18.13,18.13,0.00,0,0.00
LKN-HGOIL-200ML,"keyword-group=""category""",TARGETING_EXPRESSION,2026-01-23,9,4,15.01,45.03,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-23,124,14,3.44,37.87,939.44,2,4.03
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-23,12,1,1.52,0.62,0.00,0,0.00
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-23,429,3,3.17,8.22,0.00,0,0.00
LKN-HGOIL-200ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,10,1,1.77,1.77,0.00,0,0.00
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,2,1,8.29,8.29,0.00,0,0.00
LKN-Redensyl serum,hair growth serum,PHRASE,2026-01-23,5,1,31.44,31.44,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-23,5,0,7.50,2.04,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-23,188,2,15.63,27.02,0.00,0,0.00
LKN-UNROLLON-15ML,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,0,1,17.53,9.74,0.00,0,0.00
LKN-UNROLLON-15ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,3,2,14.54,24.24,0.00,0,0.00
LKN-UNROLLON-15ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,49,3,15.09,41.93,0.00,0,0.00
LKN-Weight-GAIN01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-23,34,2,11.17,15.47,0.00,0,0.00
LKN-Weight-GAIN01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-23,37,1,8.70,5.35,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,540,4,23.28,72.89,0.00,0,0.00
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,291,1,40.96,21.37,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-23,4,1,5.52,3.00,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-23,137,4,11.51,39.80,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-23,53,21,2.39,40.61,5806.28,9,0.70
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-23,23,11,2.26,20.33,587.14,1,3.46
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,15,0,23.89,8.31,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-23,267,6,23.32,116.59,0.00,0,0.00
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-23,36,1,49.68,49.68,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-23,1112,22,25.71,462.79,1174.30,2,39.41
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-23,74,5,37.15,148.60,587.15,1,25.31
LKN-Weight-GAIN02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-23,58,2,20.03,27.74,0.00,0,0.00
LKN-Weight-GAIN02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-23,63,1,15.59,9.59,0.00,0,0.00
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,799,18,11.87,176.56,3914.27,5,4.51
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,430,3,20.89,51.76,0.00,0,0.00
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,22,2,12.18,20.13,0.00,0,0.00
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,226,4,11.72,33.47,0.00,0,0.00
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,7,1,13.18,15.07,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-23,374,2,12.19,21.07,385.84,1,5.46
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-23,10,0,5.85,1.59,83.88,0,1.89
Slim01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-23,23,3,15.94,33.10,0.00,0,0.00
Slim01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-23,24,1,12.40,11.45,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,3819,187,12.47,1894.93,16856.33,31,11.24
Slim01,naturacare naturals,PHRASE,2026-01-23,53,2,9.90,17.11,0.00,0,0.00
Slim01,naturacare naturals,BROAD,2026-01-23,1,0,4.75,1.29,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-23,163,2,33.60,67.20,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-23,68,6,13.13,65.64,587.14,1,11.18
Slim01,natural weight loss powder,PHRASE,2026-01-23,19,3,34.00,90.66,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,108,2,12.65,25.29,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-01-23,11,2,18.69,33.24,0.00,0,0.00
Slim01,weight loss products,PHRASE,2026-01-23,151,4,15.02,53.41,0.00,0,0.00
Slim02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-23,24,5,22.11,91.83,0.00,0,0.00
Slim02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-23,26,2,17.20,31.76,0.00,0,0.00
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,8622,186,19.77,2985.44,17656.64,18,16.91
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,20,1,22.32,22.32,0.00,0,0.00
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-23,361,6,19.55,97.75,0.00,0,0.00
Slim02,naturacare weight loss powder,BROAD,2026-01-23,123,6,13.47,67.34,0.00,0,0.00
Slim02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,2,2,7.51,15.02,0.00,0,0.00
Slim02,natural weight loss powder,PHRASE,2026-01-23,9,0,28.04,9.35,0.00,0,0.00
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,9590,85,30.70,2118.27,0.00,0,0.00
Slim02,weight loss powder,PHRASE,2026-01-23,5,0,15.42,3.43,0.00,0,0.00
Slim02,weight loss products,PHRASE,2026-01-23,70,1,12.39,5.50,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,1,10.01,6.68,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-23,179,4,18.10,62.57,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-23,5,1,8.68,4.71,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,4,2,12.16,16.22,0.00,0,0.00
UY-WJQB-VL1G,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,0,0,14.00,3.11,406.36,1,0.77
UY-WJQB-VL1G,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,1,11.61,7.74,0.00,0,0.00
UY-WJQB-VL1G,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,18,1,12.06,13.40,0.00,0,0.00
VQ-FBCU-5XWU,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,0,0,21.13,2.35,0.00,0,0.00
VQ-FBCU-5XWU,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,0,17.53,5.84,0.00,0,0.00
VQ-FBCU-5XWU,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,23,1,18.20,10.11,0.00,0,0.00
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,20,3,6.31,13.52,342.50,1,3.95
WT-U58E-RPQB,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,1,1,7.10,6.09,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,6,0,7.60,2.76,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,45,0,15.20,5.53,0.00,0,0.00
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,7,0,10.74,2.93,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-23,10,1,11.69,8.50,0.00,0,0.00
